연도,회담분야,회담명,개최회담,개최국가,개최지역,개최시설,회담시작일자,회담종료일자,회담일수
2018,정치,남북고위급회담,제1차 남북고위급회담,중립,판문점 남측,평화의집,2018-01-09,2018-01-09,1
2018,정치,남북고위급회담,제3차 남북고위급회담,중립,판문점 남측,평화의집,2018-06-01,2018-06-01,1
2018,정치,남북고위급회담,제4차 남북고위급회담,중립,판문점 북측,통일각,2018-08-13,2018-08-13,1
2018,정치,남북고위급회담,제5차 남북고위급회담,중립,판문점 남측,평화의집,2018-10-15,2018-10-15,1
2018,정치,북한 고위급대표단 방남,평창 동계올림픽 개회식 계기 고위급 대표단 방남,남측,서울,워커힐호텔,2018-02-09,2018-02-11,3
2018,정치,북한 고위급대표단 방남,평창 동계올림픽 폐회식 계기 고위급 대표단 방남,남측,서울,워커힐호텔,2018-02-25,2018-02-27,3
2018,정치,대북 특사단 방북,대통령 특별사절단 방북 1차,북측,평양,조선노동당 본관(진달래관),2018-03-05,2018-03-06,2
2018,정치,대북 특사단 방북,대통령 특별사절단 방북 2차,북측,평양,고려호텔,2018-09-05,2018-09-05,1
2018,정치,2018 남북정상회담,제2차 남북고위급회담,중립,판문점 북측,통일각,2018-03-29,2018-03-29,1
2018,정치,2018 남북정상회담,2018 남북정상회담 관련 의전·경호·보도 분야 1차 실무회담,중립,판문점 남측,평화의집,2018-04-05,2018-04-05,1
2018,정치,2018 남북정상회담,2018 남북정상회담 관련 통신 분야 1차 실무회담,중립,판문점 북측,통일각,2018-04-07,2018-04-07,1
2018,정치,2018 남북정상회담,2018 남북정상회담 관련 통신 분야 2차 실무회담,중립,판문점 북측,통일각,2018-04-14,2018-04-14,1
2018,정치,2018 남북정상회담,2018 남북정상회담 관련 의전·경호·보도 분야 2차 실무회담,중립,판문점 북측,통일각,2018-04-18,2018-04-18,1
2018,정치,2018 남북정상회담,2018 남북정상회담 관련 의전·경호·보도 분야 3차 실무회담,중립,판문점 북측,통일각,2018-04-23,2018-04-23,1
2018,정치,2018 남북정상회담,2018 제1차 남북정상회담,중립,판문점 남측,평화의집,2018-04-27,2018-04-27,1
2018,정치,2018 남북정상회담,2018 제2차 남북정상회담,중립,판문점 북측,통일각,2018-05-26,2018-05-26,1
2018,정치,2018 남북정상회담,2018 남북정상회담 평양 남북고위급 실무회담,중립,판문점 북측,통일각,2018-09-14,2018-09-14,1
2018,정치,2018 남북정상회담,2018 제3차 남북정상회담,북측,평양,평양,2018-09-18,2018-09-20,3
2018,정치,남북통신실무회담,남북통신실무회담,북측,개성,남북공동연락사무소,2018-11-23,2018-11-23,1
2018,군사,남북장성급군사회담,제8차 남북장성급군사회담,중립,판문점 북측,통일각,2018-06-14,2018-06-14,1
2018,군사,남북장성급군사회담,제9차 남북장성급군사회담,중립,판문점 남측,평화의집,2018-07-31,2018-07-31,1
2018,군사,남북장성급군사회담,제10차 남북장성급군사회담,중립,판문점 북측,통일각,2018-10-26,2018-10-26,1
2018,군사,남북군사실무회담,제40차 남북군사실무회담,중립,판문점 북측,통일각,2018-09-13,2018-09-14,2
2018,경제,남북철도협력분과회담,남북철도협력분과회담,중립,판문점 남측,평화의집,2018-06-26,2018-06-26,1
2018,경제,남북도로협력분과회담,남북도로협력분과회담,중립,판문점 북측,통일각,2018-06-28,2018-06-28,1
2018,경제,남북산림협력분과회담,남북산림협력분과회담,중립,판문점 남측,평화의집,2018-07-04,2018-07-04,1
2018,경제,남북산림협력분과회담,제2차 남북산림협력 분과회담,북측,개성,남북공동연락사무소,2018-10-22,2018-10-22,1
2018,인도,남북적십자회담,제12차 남북적십자회담,북측,금강산,금강산호텔,2018-06-22,2018-06-22,1
2018,인도,남북보건의료 분과회담,남북보건의료 분과회담,북측,개성,남북공동연락사무소,2018-11-07,2018-11-07,1
2018,사회문화,남북실무접촉,평창동계올림픽 예술단파견을 위한 남북실무접촉,중립,판문점 북측,통일각,2018-01-15,2018-01-15,1
2018,사회문화,남북고위급회담 실무회담,남북고위급회담 실무회담,중립,판문점 남측,평화의집,2018-01-17,2018-01-17,1
2018,사회문화,평창 동계패럴림픽대회 실무회담,평창 동계패럴림픽대회 실무회담,중립,판문점 북측,통일각,2018-02-27,2018-02-27,1
2018,사회문화,예술단 평양 공연 관련 남북실무접촉,예술단 평양 공연 관련 남북실무접촉,중립,판문점 북측,통일각,2018-03-20,2018-03-20,1
2018,사회문화,남북체육회담,남북체육회담,중립,판문점 남측,평화의집,2018-06-18,2018-06-18,1
2018,사회문화,남북체육회담,남북체육분과회담,북측,개성,남북공동연락사무소,2018-11-02,2018-11-02,1
2018,사회문화,남북체육회담,제2차 남북체육분과회담,북측,개성,남북공동연락사무소,2018-12-14,2018-12-14,1
2015,정치,남북 고위당국자 접촉,남북 고위당국자 접촉,중립,판문점 남측,평화의집,2015-08-22,2015-08-24,3
2015,정치,남북당국회담 실무접촉,남북당국회담을 위한 실무접촉,중립,판문점 북측,통일각,2015-11-26,2015-11-26,1
2015,정치,남북당국회담,제1차 남북당국회담,북측,개성,개성공단 종합지원센터,2015-12-11,2015-12-12,2
2015,경제,개성공단 남북공동위원회 회의,개성공단 남북공동위원회 제6차 회의,북측,개성,개성공단 종합지원센터,2015-07-16,2015-07-16,1
2015,인도,남북적십자 실무접촉,제13차 남북적십자 실무접촉(「8.25 합의」이행을 위한 후속회담),중립,판문점 남측,평화의집,2015-09-07,2015-09-08,2
2014,정치,남북 고위급 접촉,남북 고위급 접촉,중립,판문점 남측,평화의집,2014-02-12,2014-02-12,1
2014,정치,인천 아시안게임 폐회식 계기 남북고위급회담,인천 아시안게임 폐회식 계기 남북고위급회담,남측,인천,오크우드 호텔,2014-10-04,2014-10-04,1
2014,군사,남북 군사당국자 접촉,남북 군사당국자 접촉,중립,판문점 남측,평화의집,2014-10-15,2014-10-15,1
2014,경제,통행통신통관 분과위원회,개성공단 남북공동위원회 통행통신통관 분과위원회 제4차 회의,북측,개성,개성공단 종합지원센터,2014-01-24,2014-01-24,1
2014,경제,개성공단 상사중재위원회 운영 회의,개성공단 상사중재위원회 운영을 위한 제1차 회의,북측,개성,개성공단 종합지원센터,2014-03-13,2014-03-13,1
2014,경제,개성공단 남북공동위원회 회의,개성공단 남북공동위원회 제5차 회의,북측,개성,개성공단 종합지원센터,2014-06-26,2014-06-26,1
2014,인도,남북적십자 실무접촉,제12차 남북적십자 실무접촉,중립,판문점 북측,통일각,2014-02-05,2014-02-05,1
2014,사회문화,인천아시아경기대회 남북실무접촉,인천아시아경기대회 남북실무접촉(2014.7.17. 판문점 [평화의집]),중립,판문점 남측,평화의집,2014-07-17,2014-07-17,1
2013,정치,남북당국간 실무접촉,남북당국간 실무접촉,중립,판문점 남측,평화의집,2013-06-09,2013-06-10,2
2013,경제,개성공단 남북당국 실무회담,제1차 개성공단 남북당국 실무회담,중립,판문점 북측,통일각,2013-07-06,2013-07-07,2
2013,경제,개성공단 남북당국 실무회담,제2차 개성공단 남북당국 실무회담,북측,개성,개성공단 종합지원센터,2013-07-10,2013-07-10,1
2013,경제,개성공단 남북당국 실무회담,제3차 개성공단 남북당국 실무회담,북측,개성,개성공단 종합지원센터,2013-07-15,2013-07-15,1
2013,경제,개성공단 남북당국 실무회담,제4차 개성공단 남북당국 실무회담,북측,개성,개성공단 종합지원센터,2013-07-17,2013-07-17,1
2013,경제,개성공단 남북당국 실무회담,제5차 개성공단 남북당국 실무회담,북측,개성,개성공단 종합지원센터,2013-07-22,2013-07-22,1
2013,경제,개성공단 남북당국 실무회담,제6차 개성공단 남북당국 실무회담,북측,개성,개성공단 종합지원센터,2013-07-25,2013-07-25,1
2013,경제,개성공단 남북당국 실무회담,제7차 개성공단 남북당국 실무회담,북측,개성,개성공단 종합지원센터,2013-08-14,2013-08-14,1
2013,경제,개성공단 남북공동위원회 회의,개성공단 남북공동위원회 제1차 회의,북측,개성,개성공단 종합지원센터,2013-09-02,2013-09-02,1
2013,경제,개성공단 남북공동위원회 회의,개성공단 남북공동위원회 제2차 회의,북측,개성,개성공단 종합지원센터,2013-09-10,2013-09-11,2
2013,경제,개성공단 남북공동위원회 회의,개성공단 남북공동위원회 제3차 회의,북측,개성,개성공단 종합지원센터,2013-09-16,2013-09-16,1
2013,경제,개성공단 남북공동위원회 회의,개성공단 남북공동위원회 제4차 회의,북측,개성,개성공단 종합지원센터,2013-12-19,2013-12-19,1
2013,경제,국제경쟁력 분과위원회 회의,개성공단 남북공동위원회 국제경쟁력 분과위원회 제1차 회의,북측,개성,개성공단 종합지원센터,2013-09-04,2013-09-04,1
2013,경제,국제경쟁력 분과위원회 회의,개성공단 남북공동위원회 국제경쟁력 분과위원회 제2차 회의,북측,개성,개성공단 종합지원센터,2013-11-13,2013-11-13,1
2013,경제,투자보호 및 관리운영 분과위원회 회의,개성공단 남북공동위원회 투자보호 및 관리운영 분과위원회 제1차 회의,북측,개성,개성공단 종합지원센터,2013-09-04,2013-09-04,1
2013,경제,투자보호 및 관리운영 분과위원회 회의,개성공단 남북공동위원회 투자보호 및 관리운영 분과위원회 제2차 회의,북측,개성,개성공단 종합지원센터,2013-11-13,2013-11-13,1
2013,경제,출입체류 분과위원회,개성공단 남북공동위원회 출입체류 분과위원회 제1차 회의,북측,개성,개성공단 종합지원센터,2013-09-05,2013-09-05,1
2013,경제,출입체류 분과위원회,개성공단 남북공동위원회 출입체류 분과위원회 제2차 회의,북측,개성,개성공단 종합지원센터,2013-09-13,2013-09-13,1
2013,경제,출입체류 분과위원회,개성공단 남북공동위원회 출입체류 분과위원회 제3차 회의,북측,개성,개성공단 종합지원센터,2013-09-26,2013-09-26,1
2013,경제,출입체류 분과위원회,개성공단 남북공동위원회 출입체류 분과위원회 제4차 회의,북측,개성,개성공단 종합지원센터,2013-11-14,2013-11-14,1
2013,경제,통행통신통관 분과위원회,개성공단 남북공동위원회 통행통신통관 분과위원회 제1차 회의,북측,개성,개성공단 종합지원센터,2013-09-05,2013-09-05,1
2013,경제,통행통신통관 분과위원회,개성공단 남북공동위원회 통행통신통관 분과위원회 제2차 회의,북측,개성,개성공단 종합지원센터,2013-09-13,2013-09-13,1
2013,경제,통행통신통관 분과위원회,개성공단 남북공동위원회 통행통신통관 분과위원회 제3차 회의,북측,개성,개성공단 종합지원센터,2013-11-29,2013-11-29,1
2013,인도,남북적십자 실무접촉,제11차 남북적십자 실무접촉,중립,판문점 남측,평화의집,2013-08-23,2013-08-23,1
2011,군사,남북군사실무회담,제39차 남북군사실무회담,중립,판문점 남측,평화의집,2011-02-08,2011-02-09,2
2010,군사,남북군사실무회담,제38차 남북군사실무회담,중립,판문점 남측,평화의집,2010-09-30,2010-09-30,1
2010,경제,개성공단 관련 남북당국간 실무회담,개성공단 관련 남북당국간 제4차 실무회담,북측,개성,남북교류협력협의사무소,2010-02-01,2010-02-01,1
2010,경제,금강산·개성관광 관련 남북당국간 실무회담,금강산·개성관광 관련 남북당국간 실무회담,북측,개성,남북교류협력협의사무소,2010-02-08,2010-02-08,1
2010,경제,개성공단 3통문제 해결을 위한 남북실무접촉,개성공단 3통문제 해결을 위한 남북실무접촉,북측,개성,남북교류협력협의사무소,2010-03-02,2010-03-02,1
2010,인도,남북적십자 실무접촉,제8차 남북적십자 실무접촉,북측,개성,자남산여관,2010-09-17,2010-09-17,1
2010,인도,남북적십자 실무접촉,제9차 남북적십자 실무접촉,북측,개성,자남산여관,2010-09-24,2010-09-24,1
2010,인도,남북적십자 실무접촉,제10차 남북적십자 실무접촉,북측,개성,자남산여관,2010-10-01,2010-10-01,1
2010,인도,남북적십자회담,제11차 남북적십자회담,북측,개성,자남산여관,2010-10-26,2010-10-27,2
2009,경제,개성공단 관련 남북당국간 실무회담,개성공단 관련 남북당국간 제1차 실무회담,북측,개성,남북교류협력협의사무소,2009-06-11,2009-06-11,1
2009,경제,개성공단 관련 남북당국간 실무회담,개성공단 관련 남북당국간 제2차 실무회담,북측,개성,남북교류협력협의사무소,2009-06-19,2009-06-19,1
2009,경제,개성공단 관련 남북당국간 실무회담,개성공단 관련 남북당국간 제3차 실무회담,북측,개성,남북교류협력협의사무소,2009-07-02,2009-07-02,1
2009,경제,임진강 수해방지 실무회담,임진강 수해방지 실무회담,북측,개성,남북교류협력협의사무소,2009-10-14,2009-10-14,1
2009,인도,남북적십자회담,제10차 남북적십자회담,북측,금강산,금강산호텔,2009-08-26,2009-08-28,3
2009,인도,남북적십자 실무접촉,제7차 남북적십자 실무접촉,북측,개성,남북교류협력협의사무소,2009-10-16,2009-10-16,1
2008,군사,남북군사실무회담,제36차 남북군사실무회담,중립,판문점 남측,평화의집,2008-01-25,2008-01-25,1
2008,군사,남북군사실무회담,제37차 남북군사실무회담,중립,판문점 남측,평화의집,2008-10-02,2008-10-02,1
2008,경제,남북철도협력분과위원회 회의,남북철도협력분과위원회 회의,북측,개성,남북경제협력협의사무소,2008-01-29,2008-01-30,2
2008,경제,금강산관광 활성화를 위한 당국간 실무접촉,금강산관광 활성화를 위한 당국간 제2차 실무접촉,북측,개성,남북경제협력협의사무소,2008-02-05,2008-02-05,1
2008,경제,남북도로협력분과위원회 회의,남북도로협력분과위원회 회의,북측,개성,남북경제협력협의사무소,2008-02-12,2008-02-13,2
2008,사회문화,베이징올림픽 공동응원단 경의선 열차 이용 관련 실무접촉,베이징올림픽 공동응원단 경의선 열차 이용 관련 제2차 실무접촉,북측,개성,자남산여관,2008-02-04,2008-02-04,1
2007,정치,제20차 남북장관급회담 개최를 위한 실무대표접촉,제20차 남북장관급회담 개최를 위한 실무대표접촉,북측,개성,자남산여관,2007-02-15,2007-02-15,1
2007,정치,남북장관급회담,제20차 남북장관급회담,북측,평양,고려호텔,2007-02-27,2007-03-02,4
2007,정치,남북장관급회담,제21차 남북장관급회담,남측,서울,그랜드힐튼호텔,2007-05-29,2007-06-01,4
2007,정치,2007 남북정상회담 개최 관련 남북특사접촉,2007 남북정상회담 개최 관련 제1차 남북특사접촉,북측,평양,평양,2007-08-02,2007-08-03,2
2007,정치,2007 남북정상회담 개최 관련 남북특사접촉,2007 남북정상회담 개최 관련 제2차 남북특사접촉,북측,평양,평양,2007-08-04,2007-08-05,2
2007,정치,2007 남북정상회담 준비접촉,2007 남북정상회담 준비접촉,북측,개성,자남산여관,2007-08-14,2007-08-14,1
2007,정치,2007 남북정상회담 관련 분야별 실무접촉,2007 남북정상회담 관련 분야별 제1차 실무접촉,북측,개성,자남산여관,2007-08-14,2007-08-14,1
2007,정치,2007 남북정상회담 관련 분야별 실무접촉,2007 남북정상회담 관련 분야별 제2차 실무접촉,북측,개성,자남산여관,2007-08-16,2007-08-16,1
2007,정치,남북정상회담,2007 남북정상회담,북측,평양,백화원초대소,2007-10-02,2007-10-04,3
2007,정치,남북총리회담 예비접촉,남북총리회담 제1차 예비접촉,북측,개성,자남산여관,2007-10-26,2007-10-26,1
2007,정치,남북총리회담 예비접촉,남북총리회담 제2차 예비접촉,북측,개성,자남산여관,2007-11-09,2007-11-09,1
2007,정치,남북총리회담 예비접촉,남북총리회담 제3차 예비접촉,북측,개성,자남산여관,2007-11-11,2007-11-11,1
2007,정치,남북총리회담,남북총리회담,남측,서울,쉐라톤워커힐호텔,2007-11-14,2007-11-16,3
2007,군사,남북장성급군사회담,제5차 남북장성급군사회담,중립,판문점 북측,통일각,2007-05-08,2007-05-11,4
2007,군사,남북장성급군사회담,제6차 남북장성급군사회담,중립,판문점 남측,평화의집,2007-07-24,2007-07-26,3
2007,군사,남북장성급군사회담,제7차 남북장성급군사회담,중립,판문점 남측,평화의집,2007-12-12,2007-12-14,3
2007,군사,남북군사실무회담,제29차 남북군사실무회담,중립,판문점 남측,평화의집,2007-06-08,2007-06-08,1
2007,군사,남북군사실무회담,제30차 남북군사실무회담,중립,판문점 북측,통일각,2007-07-10,2007-07-10,1
2007,군사,남북군사실무회담,제31차 남북군사실무회담,중립,판문점 남측,평화의집,2007-07-16,2007-07-16,1
2007,군사,남북군사실무회담,제32차 남북군사실무회담,중립,판문점 북측,통일각,2007-11-12,2007-11-12,1
2007,군사,남북군사실무회담,제33차 남북군사실무회담,중립,판문점 남측,평화의집,2007-11-20,2007-11-21,2
2007,군사,남북군사실무회담,제34차 남북군사실무회담,중립,판문점 남측,평화의집,2007-11-24,2007-11-24,1
2007,군사,남북군사실무회담,제35차 남북군사실무회담,중립,판문점 북측,통일각,2007-12-05,2007-12-05,1
2007,군사,남북국방장관회담,제2차 남북국방장관회담,북측,평양,송전각초대소,2007-11-27,2007-11-29,3
2007,경제,남북경제협력추진위원회 위원급 실무접촉,남북경제협력추진위원회 제5차 위원급 실무접촉,북측,개성,남북경제협력협의사무소,2007-03-14,2007-03-15,2
2007,경제,남북경제협력추진위원회 회의,남북경제협력추진위원회 제13차 회의,북측,평양,고려호텔,2007-04-18,2007-04-22,5
2007,경제,남북철도·도로연결 실무접촉,남북철도·도로연결 제13차 실무접촉 제1차 회의,북측,개성,남북경제협력협의사무소,2007-04-27,2007-04-28,2
2007,경제,남북철도·도로연결 실무접촉,남북철도·도로연결 제13차 실무접촉 제2차 회의,북측,개성,남북경제협력협의사무소,2007-05-13,2007-05-13,1
2007,경제,남북 경공업 및 지하자원개발 실무협의,남북 경공업 및 지하자원개발 제2차 실무협의,북측,개성,남북경제협력협의사무소,2007-05-02,2007-05-04,3
2007,경제,남북 경공업 및 지하자원개발 실무협의,남북 경공업 및 지하자원개발 제3차 실무협의,북측,개성,남북경제협력협의사무소,2007-05-22,2007-05-23,2
2007,경제,남북 경공업 및 지하자원개발 협력 이행기구 실무협의,남북 경공업 및 지하자원개발 협력 이행기구 제1차 실무협의,북측,개성,남북경제협력협의사무소,2007-06-07,2007-06-08,2
2007,경제,남북 경공업 및 지하자원개발 협력 이행기구 실무협의,남북 경공업 및 지하자원개발 협력 이행기구 제2차 실무협의,북측,개성,남북경제협력협의사무소,2007-07-05,2007-07-07,3
2007,경제,개성공단건설 실무접촉,개성공단건설 제3차 실무접촉,북측,개성,남북경제협력협의사무소,2007-06-12,2007-06-13,2
2007,경제,중유 5만톤 제공을 위한 남북실무접촉,중유 5만톤 제공을 위한 남북실무접촉,북측,개성,남북경제협력협의사무소,2007-06-29,2007-06-30,2
2007,경제,남북농업협력 실무접촉,제1차 남북농업협력 실무접촉,북측,개성,자남산여관,2007-11-05,2007-11-05,1
2007,경제,남북농업협력 실무접촉,제2차 남북농업협력 실무접촉,북측,개성,자남산여관,2007-12-18,2007-12-18,1
2007,경제,남북철도협력분과위원회 실무접촉,남북철도협력분과위원회 실무접촉,북측,개성,자남산여관,2007-11-20,2007-11-21,2
2007,경제,남북도로협력분과위원회 실무접촉,남북도로협력분과위원회 실무접촉,북측,개성,자남산여관,2007-11-28,2007-11-29,2
2007,경제,남북철도운영공동위원회 회의,남북철도운영공동위원회 회의,북측,개성,자남산여관,2007-12-01,2007-12-01,1
2007,경제,남북경제협력공동위원회 회의,남북경제협력공동위원회 회의,남측,서울,그랜드힐튼호텔,2007-12-04,2007-12-06,3
2007,경제,남북농수산협력분과위원회 회의,남북농수산협력분과위원회 회의,북측,개성,자남산여관,2007-12-14,2007-12-15,2
2007,경제,개성공단협력분과위원회 회의,개성공단협력분과위원회 회의,북측,개성,남북경제협력협의사무소,2007-12-20,2007-12-21,2
2007,경제,남북보건의료·환경보호협력분과위원회 회의,남북보건의료·환경보호협력분과위원회 회의,북측,개성,자남산여관,2007-12-20,2007-12-21,2
2007,경제,금강산관광 활성화를 위한 당국간 실무접촉,금강산관광 활성화를 위한 당국간 제1차 실무접촉,북측,개성,남북경제협력협의사무소,2007-12-25,2007-12-25,1
2007,경제,남북조선·해운협력분과위원회 회의,남북조선·해운협력분과위원회 회의,남측,부산,웨스틴조선호텔,2007-12-25,2007-12-28,4
2007,경제,서해평화협력특별지대추진위원회 회의,서해평화협력특별지대추진위원회 회의,북측,개성,남북경제협력협의사무소,2007-12-28,2007-12-29,2
2007,인도,남북적십자 실무접촉,제6차 남북적십자 실무접촉(이산가족면회소 건설추진을 위한),북측,금강산,금강산호텔,2007-03-09,2007-03-10,2
2007,인도,남북적십자회담,제8차 남북적십자회담,북측,금강산,금강산호텔,2007-04-10,2007-04-13,4
2007,인도,남북적십자회담,제9차 남북적십자회담,북측,금강산,금강산호텔,2007-11-28,2007-12-01,4
2007,사회문화,남북단일팀 구성을 위한 남북체육회담,남북단일팀 구성을 위한 제4차 남북체육회담,북측,개성,자남산여관,2007-02-13,2007-02-13,1
2007,사회문화,북한구제역 방역지원을 위한 남북실무접촉,북한구제역 방역지원을 위한 남북실무접촉,북측,개성,봉동관,2007-03-30,2007-03-30,1
2007,사회문화,안중근의사 유해공동발굴 및 봉환을 위한 실무접촉,안중근의사 유해공동발굴 및 봉환을 위한 제4차 실무접촉,북측,개성,중앙특구개발지도총국 개성공업지구사무소,2007-04-10,2007-04-10,1
2007,사회문화,북한 산림병충해방제 지원을 위한 남북실무접촉,북한 산림병충해방제 지원을 위한 남북실무접촉,북측,개성,남북경제협력협의사무소,2007-05-08,2007-05-08,1
2007,사회문화,남북기상협력 실무접촉,남북기상협력 실무접촉,북측,개성,자남산여관,2007-12-17,2007-12-18,2
2007,사회문화,베이징올림픽 공동응원단 경의선 열차 이용 관련 실무접촉,베이징올림픽 공동응원단 경의선 열차 이용 관련 제1차 실무접촉,북측,개성,자남산여관,2007-12-28,2007-12-28,1
2006,정치,남북장관급회담,제18차 남북장관급회담,북측,평양,고려호텔,2006-04-21,2006-04-24,4
2006,정치,남북장관급회담,제19차 남북장관급회담,남측,부산,웨스틴조선호텔,2006-07-11,2006-07-13,3
2006,정치,김대중 전 대통령 방북 관련 실무접촉,김대중 전 대통령 방북 관련 제1차 실무접촉,북측,금강산,금강산호텔,2006-05-16,2006-05-17,2
2006,정치,김대중 전 대통령 방북 관련 실무접촉,김대중 전 대통령 방북 관련 제2차 실무접촉,북측,개성,자남산여관,2006-05-29,2006-05-29,1
2006,정치,2006년 6.15 남북당국공동행사 실무접촉,2006년 6.15 남북당국공동행사 실무접촉,북측,개성,자남산여관,2006-05-23,2006-05-23,1
2006,군사,남북군사실무회담,제27차 남북군사실무회담,중립,판문점 북측,통일각,2006-02-03,2006-02-03,1
2006,군사,남북군사실무회담,제28차 남북군사실무회담,중립,판문점 북측,통일각,2006-10-02,2006-10-02,1
2006,군사,남북장성급군사회담,제3차 남북장성급군사회담,중립,판문점 북측,통일각,2006-03-02,2006-03-03,2
2006,군사,남북장성급군사회담,제4차 남북장성급군사회담,중립,판문점 남측,자유의집,2006-05-16,2006-05-18,3
2006,경제,남북경제협력추진위원회 위원급 실무접촉,남북경제협력추진위원회 제2차 위원급 실무접촉,북측,개성,자남산여관,2006-01-19,2006-01-20,2
2006,경제,남북경제협력추진위원회 위원급 실무접촉,남북경제협력추진위원회 제3차 위원급 실무접촉,북측,개성,남북경제협력협의사무소,2006-05-03,2006-05-04,2
2006,경제,남북경제협력추진위원회 위원급 실무접촉,남북경제협력추진위원회 제4차 위원급 실무접촉,북측,개성,남북경제협력협의사무소,2006-05-18,2006-05-19,2
2006,경제,남북철도·도로연결 실무접촉,남북철도·도로연결 제11차 실무접촉,북측,개성,남북경제협력협의사무소,2006-02-27,2006-02-28,2
2006,경제,남북철도·도로연결 실무접촉,남북철도·도로연결 제12차 실무접촉,북측,개성,남북경제협력협의사무소,2006-05-11,2006-05-12,2
2006,경제,남북경제협력추진위원회 회의,남북경제협력추진위원회 제12차 회의,남측,제주,롯데호텔,2006-06-03,2006-06-06,4
2006,경제,개성공단건설 실무접촉,개성공단건설 제2차 실무접촉,북측,개성,남북경제협력협의사무소,2006-06-20,2006-06-21,2
2006,경제,남북임진강수해방지 실무접촉,남북임진강수해방지 실무접촉,북측,개성,남북경제협력협의사무소,2006-06-26,2006-06-27,2
2006,인도,남북적십자회담,제7차 남북적십자회담,북측,금강산,금강산호텔,2006-02-21,2006-02-23,3
2006,인도,남북적십자 실무접촉,제5차 남북적십자 실무접촉(제7차 남북적십자회담 합의사항 이행을 위한),북측,금강산,금강산호텔,2006-03-17,2006-03-22,6
2006,인도,대북 수해복구지원 관련 남북적십자 실무접촉,대북 수해복구지원 관련 남북적십자 실무접촉,북측,금강산,금강산호텔,2006-08-19,2006-08-19,1
2006,사회문화,안중근의사 유해공동발굴 및 봉환을 위한 실무접촉,안중근의사 유해공동발굴 및 봉환을 위한 제3차 실무접촉,북측,개성,자남산여관,2006-03-20,2006-03-20,1
2006,사회문화,남북단일팀 구성을 위한 남북체육회담,남북단일팀 구성을 위한 제2차 남북체육회담,북측,개성,자남산여관,2006-06-29,2006-06-29,1
2006,사회문화,남북단일팀 구성을 위한 남북체육회담,남북단일팀 구성을 위한 제3차 남북체육회담,해외,카타르 도하,인터콘티넨탈호텔,2006-11-30,2006-12-02,3
2005,정치,장관급회담 재개를 위한 남북차관급회담,장관급회담 재개를 위한 남북차관급회담,북측,개성,자남산여관,2005-05-16,2005-05-19,4
2005,정치,2005년 6.15 남북당국공동행사 실무접촉,2005년 6.15 남북당국공동행사 제1차 실무접촉,북측,개성,자남산여관,2005-05-24,2005-05-24,1
2005,정치,2005년 6.15 남북당국공동행사 실무접촉,2005년 6.15 남북당국공동행사 제2차 실무접촉,북측,개성,자남산여관,2005-05-27,2005-05-27,1
2005,정치,2005년 6.15 남북당국공동행사 실무접촉,2005년 6.15 남북당국공동행사 제3차 실무접촉,북측,개성,자남산여관,2005-05-28,2005-05-28,1
2005,정치,대통령특사 방북,대통령특사(정동영) 제3차 방북,북측,평양,대동강영빈관,2005-06-17,2005-06-17,1
2005,정치,남북장관급회담,제15차 남북장관급회담,남측,서울,워커힐호텔,2005-06-21,2005-06-24,4
2005,정치,남북장관급회담,제16차 남북장관급회담,북측,평양,고려호텔,2005-09-13,2005-09-16,4
2005,정치,남북장관급회담,제17차 남북장관급회담,남측,제주,롯데호텔,2005-12-13,2005-12-16,4
2005,정치,2005년 8.15 남북당국공동행사 실무접촉,2005년 8.15 남북당국공동행사 제1차 실무접촉,북측,개성,자남산여관,2005-07-22,2005-07-22,1
2005,정치,2005년 8.15 남북당국공동행사 실무접촉,2005년 8.15 남북당국공동행사 제2차 실무접촉,북측,개성,자남산여관,2005-08-02,2005-08-02,1
2005,군사,남북군사실무회담,제24차 남북군사실무회담,중립,판문점 남측,평화의집,2005-07-20,2005-07-20,1
2005,군사,남북군사실무회담,제25차 남북군사실무회담,중립,판문점 북측,판문각,2005-08-12,2005-08-12,1
2005,군사,남북군사실무회담,제26차 남북군사실무회담,중립,판문점 남측,평화의집,2005-11-03,2005-11-03,1
2005,경제,남북경제협력추진위원회 회의,남북경제협력추진위원회 제10차 회의,남측,서울,그랜드힐튼호텔,2005-07-09,2005-07-12,4
2005,경제,남북경제협력추진위원회 회의,남북경제협력추진위원회 제11차 회의,북측,개성,자남산여관,2005-10-28,2005-10-28,1
2005,경제,남북수산협력 실무협의회,남북수산협력 실무협의회,북측,개성,자남산여관,2005-07-25,2005-07-27,3
2005,경제,남북철도·도로연결 실무협의회,남북철도·도로연결 실무협의회 제5차 회의,북측,개성,자남산여관,2005-07-28,2005-07-30,3
2005,경제,남북해운협력 실무접촉,남북해운협력 제5차 실무접촉,남측,파주 문산,홍원연수원,2005-08-08,2005-08-10,3
2005,경제,남북농업협력위원회 회의,남북농업협력위원회 회의,북측,개성,자남산여관,2005-08-18,2005-08-19,2
2005,경제,남북 경공업 및 지하자원개발 실무협의,남북 경공업 및 지하자원개발 제1차 실무협의,북측,평양,고려호텔,2005-08-24,2005-08-27,4
2005,경제,남북해운협력 실무협의회,남북해운협력 실무협의회,북측,개성,자남산여관,2005-09-29,2005-09-30,2
